,value
2001-09-11 00:16:50.969396939,3.6760310078008382
2001-09-11 00:16:59.610161016,3.70745007624358
2001-09-11 00:17:08.250925092,3.7388691446863223
2001-09-11 00:17:16.891689168,3.7702882131290645
2001-09-11 00:17:25.532453245,3.8017072815718067
2001-09-11 00:17:34.173217321,3.833126350014549
2001-09-11 00:17:42.813981398,3.864545418457291
2001-09-11 00:17:51.454745474,3.8959644869000334
2001-09-11 00:18:00.095509550,3.9273835553427756
2001-09-11 00:18:08.736273627,3.958802623785518
2001-09-11 00:18:17.377037703,3.99022169222826
2001-09-11 00:18:26.017801780,4.021640760671002
2001-09-11 00:18:34.658565856,4.053059829113744
2001-09-11 00:18:43.299329932,4.084478897556487
2001-09-11 00:18:51.940094009,4.1158979659992285
2001-09-11 00:19:00.580858085,4.147317034441971
2001-09-11 00:19:09.221622162,4.178736102884713
2001-09-11 00:19:17.862386238,4.210155171327456
2001-09-11 00:19:26.503150315,4.241574239770197
2001-09-11 00:19:35.143914391,4.27299330821294
2001-09-11 00:19:43.784678467,4.304412376655682
2001-09-11 00:19:52.425442544,4.3358314450984246
2001-09-11 00:20:01.066206620,4.367250513541166
2001-09-11 00:20:09.706970697,4.398669581983909
2001-09-11 00:20:18.347734773,4.430088650426651
2001-09-11 00:20:26.988498849,4.4615077188693935
2001-09-11 00:20:35.629262926,4.492926787312135
2001-09-11 00:20:44.270027002,4.524345855754878
2001-09-11 00:20:52.910791079,4.55576492419762
2001-09-11 00:21:01.551555155,4.587183992640362
2001-09-11 00:21:10.192319231,4.618603061083104
2001-09-11 00:21:18.833083308,4.650022129525847
2001-09-11 00:21:27.473847384,4.681441197968589
2001-09-11 00:21:36.114611461,4.71286026641133
2001-09-11 00:21:44.755375537,4.744279334854073
2001-09-11 00:21:53.396139613,4.775698403296815
2001-09-11 00:22:02.036903690,4.8071174717395575
2001-09-11 00:22:10.677667766,4.838536540182299
2001-09-11 00:22:19.318431843,4.869955608625042
2001-09-11 00:22:27.959195919,4.901374677067784
2001-09-11 00:22:36.599959995,4.932793745510526
2001-09-11 00:22:45.240724072,4.964212813953268
2001-09-11 00:22:53.881488148,4.995631882396011
2001-09-11 00:23:02.522252225,5.027050950838753
2001-09-11 00:23:11.163016301,5.058470019281495
2001-09-11 00:23:19.803780378,5.089889087724237
2001-09-11 00:23:28.444544454,5.12130815616698
2001-09-11 00:23:37.085308530,5.1527272246097215
2001-09-11 00:23:45.726072607,5.184146293052464
2001-09-11 00:23:54.366836683,5.215565361495206
2001-09-11 00:24:03.007600760,5.246984429937949
2001-09-11 00:24:11.648364836,5.2784034983806905
2001-09-11 00:24:20.289128912,5.309822566823433
2001-09-11 00:24:28.929892989,5.341241635266175
2001-09-11 00:24:37.570657065,5.372660703708917
2001-09-11 00:24:46.211421142,5.404079772151659
2001-09-11 00:24:54.852185218,5.435498840594401
2001-09-11 00:25:03.492949294,5.466917909037144
2001-09-11 00:25:12.133713371,5.498336977479886
2001-09-11 00:25:20.774477447,5.529756045922628
2001-09-11 00:25:29.415241524,5.56117511436537
2001-09-11 00:25:38.056005600,5.592594182808113
2001-09-11 00:25:46.696769676,5.6240132512508545
2001-09-11 00:25:55.337533753,5.655432319693597
2001-09-11 00:26:03.978297829,5.686851388136339
2001-09-11 00:26:12.619061906,5.718270456579082
2001-09-11 00:26:21.259825982,5.749689525021823
2001-09-11 00:26:29.900590059,5.781108593464566
2001-09-11 00:26:38.541354135,5.812527661907308
2001-09-11 00:26:47.182118211,5.8439467303500505
2001-09-11 00:26:55.822882288,5.875365798792792
2001-09-11 00:27:04.463646364,5.906784867235535
2001-09-11 00:27:13.104410441,5.938203935678277
2001-09-11 00:27:21.745174517,5.969623004121019
2001-09-11 00:27:30.385938593,6.001042072563761
2001-09-11 00:27:39.026702670,6.032461141006504
2001-09-11 00:27:47.667466746,6.063880209449246
2001-09-11 00:27:56.308230823,6.095299277891987
2001-09-11 00:28:04.948994899,6.12671834633473
2001-09-11 00:28:13.589758975,6.158137414777472
2001-09-11 00:28:22.230523052,6.189556483220215
2001-09-11 00:28:30.871287128,6.220975551662956
2001-09-11 00:28:39.512051205,6.252394620105699
2001-09-11 00:28:48.152815281,6.283813688548441
2001-09-11 00:28:56.793579357,6.3152327569911835
2001-09-11 00:29:05.434343434,6.346651825433925
2001-09-11 00:29:14.075107510,6.378070893876668
2001-09-11 00:29:22.715871587,6.40948996231941
2001-09-11 00:29:31.356635663,6.440909030762152
2001-09-11 00:29:39.997399739,6.472328099204894
2001-09-11 00:29:48.638163816,6.503747167647637
2001-09-11 00:29:57.278927892,6.535166236090379
2001-09-11 00:30:05.919691969,6.566585304533121
2001-09-11 00:30:14.560456045,6.598004372975863
2001-09-11 00:30:23.201220122,6.629423441418606
2001-09-11 00:30:31.841984198,6.6608425098613475
2001-09-11 00:30:40.482748274,6.69226157830409
2001-09-11 00:30:49.123512351,6.723680646746832
2001-09-11 00:30:57.764276427,6.755099715189574
2001-09-11 00:31:06.405040504,6.786518783632316
2001-09-11 00:31:15.045804580,6.817937852075058
2001-09-11 00:31:23.686568656,6.849356920517801
2001-09-11 00:31:32.327332733,6.880775988960543
2001-09-11 00:31:40.968096809,6.912195057403285
2001-09-11 00:31:49.608860886,6.943614125846027
2001-09-11 00:31:58.249624962,6.97503319428877
2001-09-11 00:32:06.890389038,7.006452262731512
2001-09-11 00:32:15.531153115,7.037871331174254
2001-09-11 00:32:24.171917191,7.069290399616996
2001-09-11 00:32:32.812681268,7.100709468059739
2001-09-11 00:32:41.453445344,7.1321285365024805
2001-09-11 00:32:50.094209420,7.163547604945223
2001-09-11 00:32:58.734973497,7.194966673387965
2001-09-11 00:33:07.375737573,7.226385741830708
2001-09-11 00:33:16.016501650,7.257804810273449
2001-09-11 00:33:24.657265726,7.289223878716192
2001-09-11 00:33:33.298029802,7.320642947158934
2001-09-11 00:33:41.938793879,7.3520620156016765
2001-09-11 00:33:50.579557955,7.383481084044418
2001-09-11 00:33:59.220322032,7.41490015248716
2001-09-11 00:34:07.861086108,7.446319220929903
2001-09-11 00:34:16.501850185,7.4777382893726445
2001-09-11 00:34:25.142614261,7.509157357815387
2001-09-11 00:34:33.783378337,7.540576426258129
2001-09-11 00:34:42.424142414,7.571995494700872
2001-09-11 00:34:51.064906490,7.603414563143613
2001-09-11 00:34:59.705670567,7.634833631586356
2001-09-11 00:35:08.346434643,7.666252700029098
2001-09-11 00:35:16.987198719,7.6976717684718405
2001-09-11 00:35:25.627962796,7.729090836914582
2001-09-11 00:35:34.268726872,7.760509905357325
2001-09-11 00:35:42.909490949,7.791928973800067
2001-09-11 00:35:51.550255025,7.823348042242809
2001-09-11 00:36:00.191019101,7.854767110685551
2001-09-11 00:36:08.831783178,7.886186179128294
2001-09-11 00:36:17.472547254,7.917605247571036
2001-09-11 00:36:26.113311331,7.949024316013778
2001-09-11 00:36:34.754075407,7.98044338445652
2001-09-11 00:36:43.394839483,8.011862452899262
2001-09-11 00:36:52.035603560,8.043281521342005
2001-09-11 00:37:00.676367636,8.074700589784747
2001-09-11 00:37:09.317131713,8.106119658227488
2001-09-11 00:37:17.957895789,8.13753872667023
2001-09-11 00:37:26.598659865,8.168957795112973
2001-09-11 00:37:35.239423942,8.200376863555716
2001-09-11 00:37:43.880188018,8.231795931998457
2001-09-11 00:37:52.520952095,8.2632150004412
2001-09-11 00:38:01.161716171,8.294634068883942
2001-09-11 00:38:09.802480248,8.326053137326685
2001-09-11 00:38:18.443244324,8.357472205769426
2001-09-11 00:38:27.084008400,8.388891274212169
2001-09-11 00:38:35.724772477,8.420310342654911
2001-09-11 00:38:44.365536553,8.451729411097654
2001-09-11 00:38:53.006300630,8.483148479540395
2001-09-11 00:39:01.647064706,8.514567547983138
2001-09-11 00:39:10.287828782,8.54598661642588
2001-09-11 00:39:18.928592859,8.577405684868623
2001-09-11 00:39:27.569356935,8.608824753311364
2001-09-11 00:39:36.210121012,8.640243821754106
2001-09-11 00:39:44.850885088,8.671662890196849
2001-09-11 00:39:53.491649164,8.703081958639592
2001-09-11 00:40:02.132413241,8.734501027082333
2001-09-11 00:40:10.773177317,8.765920095525075
2001-09-11 00:40:19.413941394,8.797339163967818
2001-09-11 00:40:28.054705470,8.828758232410559
2001-09-11 00:40:36.695469546,8.860177300853302
2001-09-11 00:40:45.336233623,8.891596369296044
2001-09-11 00:40:53.976997699,8.923015437738787
2001-09-11 00:41:02.617761776,8.954434506181528
2001-09-11 00:41:11.258525852,8.98585357462427
2001-09-11 00:41:19.899289928,9.017272643067013
2001-09-11 00:41:28.540054005,9.048691711509756
2001-09-11 00:41:37.180818081,9.080110779952497
2001-09-11 00:41:45.821582158,9.11152984839524
2001-09-11 00:41:54.462346234,9.142948916837982
2001-09-11 00:42:03.103110311,9.174367985280725
2001-09-11 00:42:11.743874387,9.205787053723466
2001-09-11 00:42:20.384638463,9.237206122166208
2001-09-11 00:42:29.025402540,9.268625190608951
2001-09-11 00:42:37.666166616,9.300044259051694
2001-09-11 00:42:46.306930693,9.331463327494435
2001-09-11 00:42:54.947694769,9.362882395937177
2001-09-11 00:43:03.588458845,9.39430146437992
2001-09-11 00:43:12.229222922,9.42572053282266
2001-09-11 00:43:20.869986998,9.457139601265403
2001-09-11 00:43:29.510751075,9.488558669708146
2001-09-11 00:43:38.151515151,9.519977738150889
2001-09-11 00:43:46.792279227,9.55139680659363
2001-09-11 00:43:55.433043304,9.582815875036372
2001-09-11 00:44:04.073807380,9.614234943479115
2001-09-11 00:44:12.714571457,9.645654011921858
2001-09-11 00:44:21.355335533,9.677073080364599
2001-09-11 00:44:29.996099609,9.708492148807341
2001-09-11 00:44:38.636863686,9.739911217250084
2001-09-11 00:44:47.277627762,9.771330285692827
2001-09-11 00:44:55.918391839,9.802749354135567
2001-09-11 00:45:04.559155915,9.83416842257831
2001-09-11 00:45:13.199919991,9.865587491021053
2001-09-11 00:45:21.840684068,9.897006559463795
2001-09-11 00:45:30.481448144,9.928425627906536
2001-09-11 00:45:39.122212221,9.959844696349279
2001-09-11 00:45:47.762976297,9.991263764792022
2001-09-11 00:45:56.403740374,10.022682833234764
2001-09-11 00:46:05.044504450,10.054101901677505
2001-09-11 00:46:13.685268526,10.085520970120248
2001-09-11 00:46:22.326032603,10.11694003856299
2001-09-11 00:46:30.966796679,10.148359107005732
2001-09-11 00:46:39.607560756,10.179778175448474
2001-09-11 00:46:48.248324832,10.211197243891217
2001-09-11 00:46:56.889088908,10.24261631233396
2001-09-11 00:47:05.529852985,10.2740353807767
2001-09-11 00:47:14.170617061,10.305454449219443
2001-09-11 00:47:22.811381138,10.336873517662186
2001-09-11 00:47:31.452145214,10.368292586104928
2001-09-11 00:47:40.092909290,10.39971165454767
2001-09-11 00:47:48.733673367,10.431130722990412
2001-09-11 00:47:57.374437443,10.462549791433155
2001-09-11 00:48:06.015201520,10.493968859875897
2001-09-11 00:48:14.655965596,10.525387928318638
2001-09-11 00:48:23.296729672,10.556806996761381
2001-09-11 00:48:31.937493749,10.588226065204124
2001-09-11 00:48:40.578257825,10.619645133646866
2001-09-11 00:48:49.219021902,10.651064202089607
2001-09-11 00:48:57.859785978,10.68248327053235
2001-09-11 00:49:06.500550055,10.713902338975092
2001-09-11 00:49:15.141314131,10.745321407417833
2001-09-11 00:49:23.782078207,10.776740475860576
2001-09-11 00:49:32.422842284,10.808159544303319
2001-09-11 00:49:41.063606360,10.839578612746061
2001-09-11 00:49:49.704370437,10.870997681188802
2001-09-11 00:49:58.345134513,10.902416749631545
2001-09-11 00:50:06.985898589,10.933835818074288
2001-09-11 00:50:15.626662666,10.96525488651703
2001-09-11 00:50:24.267426742,10.996673954959771
2001-09-11 00:50:32.908190819,11.028093023402514
2001-09-11 00:50:41.548954895,11.059512091845257
2001-09-11 00:50:50.189718971,11.090931160288
2001-09-11 00:50:58.830483048,11.12235022873074
2001-09-11 00:51:07.471247124,11.153769297173483
2001-09-11 00:51:16.112011201,11.185188365616225
2001-09-11 00:51:24.752775277,11.216607434058968
2001-09-11 00:51:33.393539353,11.248026502501709
2001-09-11 00:51:42.034303430,11.279445570944452
2001-09-11 00:51:50.675067506,11.310864639387194
2001-09-11 00:51:59.315831583,11.342283707829937
2001-09-11 00:52:07.956595659,11.373702776272678
2001-09-11 00:52:16.597359735,11.40512184471542
2001-09-11 00:52:25.238123812,11.436540913158163
2001-09-11 00:52:33.878887888,11.467959981600904
2001-09-11 00:52:42.519651965,11.499379050043647
2001-09-11 00:52:51.160416041,11.53079811848639
2001-09-11 00:52:59.801180118,11.562217186929132
2001-09-11 00:53:08.441944194,11.593636255371873
2001-09-11 00:53:17.082708270,11.625055323814616
2001-09-11 00:53:25.723472347,11.656474392257358
2001-09-11 00:53:34.364236423,11.687893460700101
2001-09-11 00:53:43.005000500,11.719312529142842
2001-09-11 00:53:51.645764576,11.750731597585585
2001-09-11 00:54:00.286528652,11.782150666028327
2001-09-11 00:54:08.927292729,11.81356973447107
2001-09-11 00:54:17.568056805,11.84498880291381
2001-09-11 00:54:26.208820882,11.876407871356554
2001-09-11 00:54:34.849584958,11.907826939799296
2001-09-11 00:54:43.490349034,11.939246008242039
2001-09-11 00:54:52.131113111,11.97066507668478
2001-09-11 00:55:00.771877187,12.002084145127522
2001-09-11 00:55:09.412641264,12.033503213570265
2001-09-11 00:55:18.053405340,12.064922282013008
2001-09-11 00:55:26.694169416,12.096341350455749
2001-09-11 00:55:35.334933493,12.127760418898491
2001-09-11 00:55:43.975697569,12.159179487341234
2001-09-11 00:55:52.616461646,12.190598555783975
2001-09-11 00:56:01.257225722,12.222017624226718
2001-09-11 00:56:09.897989798,12.25343669266946
2001-09-11 00:56:18.538753875,12.284855761112203
2001-09-11 00:56:27.179517951,12.316274829554944
2001-09-11 00:56:35.820282028,12.347693897997686
2001-09-11 00:56:44.461046104,12.37911296644043
2001-09-11 00:56:53.101810181,12.410532034883172
2001-09-11 00:57:01.742574257,12.441951103325913
2001-09-11 00:57:10.383338333,12.473370171768655
2001-09-11 00:57:19.024102410,12.504789240211398
2001-09-11 00:57:27.664866486,12.53620830865414
2001-09-11 00:57:36.305630563,12.567627377096882
2001-09-11 00:57:44.946394639,12.599046445539624
2001-09-11 00:57:53.587158715,12.630465513982367
2001-09-11 00:58:02.227922792,12.66188458242511
2001-09-11 00:58:10.868686868,12.69330365086785
2001-09-11 00:58:19.509450945,12.724722719310593
2001-09-11 00:58:28.150215021,12.756141787753336
2001-09-11 00:58:36.790979097,12.787560856196077
2001-09-11 00:58:45.431743174,12.81897992463882
2001-09-11 00:58:54.072507250,12.850398993081562
2001-09-11 00:59:02.713271327,12.881818061524305
2001-09-11 00:59:11.354035403,12.913237129967046
2001-09-11 00:59:19.994799479,12.944656198409788
2001-09-11 00:59:28.635563556,12.976075266852531
2001-09-11 00:59:37.276327632,13.007494335295274
2001-09-11 00:59:45.917091709,13.038913403738015
2001-09-11 00:59:54.557855785,13.070332472180757
2001-09-11 01:00:03.198619861,13.1017515406235
2001-09-11 01:00:11.839383938,13.133170609066243
2001-09-11 01:00:20.480148014,13.164589677508983
2001-09-11 01:00:29.120912091,13.196008745951726
2001-09-11 01:00:37.761676167,13.227427814394469
2001-09-11 01:00:46.402440244,13.258846882837211
2001-09-11 01:00:55.043204320,13.290265951279952
2001-09-11 01:01:03.683968396,13.321685019722695
2001-09-11 01:01:12.324732473,13.353104088165438
2001-09-11 01:01:20.965496549,13.38452315660818
2001-09-11 01:01:29.606260626,13.415942225050921
2001-09-11 01:01:38.247024702,13.447361293493664
2001-09-11 01:01:46.887788778,13.478780361936407
2001-09-11 01:01:55.528552855,13.510199430379148
2001-09-11 01:02:04.169316931,13.54161849882189
2001-09-11 01:02:12.810081008,13.573037567264633
2001-09-11 01:02:21.450845084,13.604456635707376
2001-09-11 01:02:30.091609160,13.635875704150116
2001-09-11 01:02:38.732373237,13.667294772592859
2001-09-11 01:02:47.373137313,13.698713841035602
2001-09-11 01:02:56.013901390,13.730132909478344
2001-09-11 01:03:04.654665466,13.761551977921085
2001-09-11 01:03:13.295429542,13.792971046363828
2001-09-11 01:03:21.936193619,13.82439011480657
2001-09-11 01:03:30.576957695,13.855809183249313
2001-09-11 01:03:39.217721772,13.887228251692054
2001-09-11 01:03:47.858485848,13.918647320134797
2001-09-11 01:03:56.499249924,13.95006638857754
2001-09-11 01:04:05.140014001,13.981485457020282
2001-09-11 01:04:13.780778077,14.012904525463023
2001-09-11 01:04:22.421542154,14.044323593905766
2001-09-11 01:04:31.062306230,14.075742662348508
2001-09-11 01:04:39.703070307,14.10716173079125
2001-09-11 01:04:48.343834383,14.138580799233992
2001-09-11 01:04:56.984598459,14.169999867676735
2001-09-11 01:05:05.625362536,14.201418936119477
2001-09-11 01:05:14.266126612,14.232838004562218
2001-09-11 01:05:22.906890689,14.264257073004961
2001-09-11 01:05:31.547654765,14.295676141447704
2001-09-11 01:05:40.188418841,14.327095209890446
2001-09-11 01:05:48.829182918,14.358514278333187
2001-09-11 01:05:57.469946994,14.38993334677593
2001-09-11 01:06:06.110711071,14.421352415218673
2001-09-11 01:06:14.751475147,14.452771483661415
2001-09-11 01:06:23.392239223,14.484190552104156
2001-09-11 01:06:32.033003300,14.515609620546899
2001-09-11 01:06:40.673767376,14.547028688989641
2001-09-11 01:06:49.314531453,14.578447757432384
2001-09-11 01:06:57.955295529,14.609866825875125
2001-09-11 01:07:06.596059605,14.641285894317868
2001-09-11 01:07:15.236823682,14.67270496276061
2001-09-11 01:07:23.877587758,14.704124031203353
2001-09-11 01:07:32.518351835,14.735543099646094
2001-09-11 01:07:41.159115911,14.766962168088837
2001-09-11 01:07:49.799879987,14.79838123653158
2001-09-11 01:07:58.440644064,14.82980030497432
2001-09-11 01:08:07.081408140,14.861219373417063
2001-09-11 01:08:15.722172217,14.892638441859805
2001-09-11 01:08:24.362936293,14.924057510302548
2001-09-11 01:08:33.003700370,14.955476578745289
2001-09-11 01:08:41.644464446,14.986895647188032
2001-09-11 01:08:50.285228522,15.018314715630774
2001-09-11 01:08:58.925992599,15.049733784073517
2001-09-11 01:09:07.566756675,15.081152852516258
2001-09-11 01:09:16.207520752,15.112571920959
2001-09-11 01:09:24.848284828,15.143990989401743
2001-09-11 01:09:33.489048904,15.175410057844486
2001-09-11 01:09:42.129812981,15.206829126287227
2001-09-11 01:09:50.770577057,15.23824819472997
2001-09-11 01:09:59.411341134,15.269667263172712
2001-09-11 01:10:08.052105210,15.301086331615455
2001-09-11 01:10:16.692869286,15.332505400058196
2001-09-11 01:10:25.333633363,15.363924468500938
2001-09-11 01:10:33.974397439,15.395343536943681
2001-09-11 01:10:42.615161516,15.426762605386422
2001-09-11 01:10:51.255925592,15.458181673829165
2001-09-11 01:10:59.896689668,15.489600742271907
2001-09-11 01:11:08.537453745,15.52101981071465
2001-09-11 01:11:17.178217821,15.55243887915739
2001-09-11 01:11:25.818981898,15.583857947600134
2001-09-11 01:11:34.459745974,15.615277016042876
2001-09-11 01:11:43.100510051,15.646696084485619
2001-09-11 01:11:51.741274127,15.67811515292836
2001-09-11 01:12:00.382038203,15.709534221371102
2001-09-11 01:12:09.022802280,15.740953289813845
2001-09-11 01:12:17.663566356,15.772372358256588
2001-09-11 01:12:26.304330433,15.803791426699329
2001-09-11 01:12:34.945094509,15.835210495142071
2001-09-11 01:12:43.585858585,15.866629563584814
2001-09-11 01:12:52.226622662,15.898048632027557
2001-09-11 01:13:00.867386738,15.929467700470298
2001-09-11 01:13:09.508150815,15.96088676891304
2001-09-11 01:13:18.148914891,15.992305837355783
2001-09-11 01:13:26.789678967,16.023724905798524
2001-09-11 01:13:35.430443044,16.05514397424127
2001-09-11 01:13:44.071207120,16.08656304268401
2001-09-11 01:13:52.711971197,16.11798211112675
2001-09-11 01:14:01.352735273,16.149401179569495
2001-09-11 01:14:09.993499349,16.180820248012235
2001-09-11 01:14:18.634263426,16.212239316454976
2001-09-11 01:14:27.275027502,16.24365838489772
2001-09-11 01:14:35.915791579,16.27507745334046
2001-09-11 01:14:44.556555655,16.306496521783206
2001-09-11 01:14:53.197319731,16.337915590225947
2001-09-11 01:15:01.838083808,16.369334658668688
2001-09-11 01:15:10.478847884,16.400753727111432
2001-09-11 01:15:19.119611961,16.432172795554173
2001-09-11 01:15:27.760376037,16.463591863996914
2001-09-11 01:15:36.401140114,16.49501093243966
2001-09-11 01:15:45.041904190,16.5264300008824
2001-09-11 01:15:53.682668266,16.557849069325144
2001-09-11 01:16:02.323432343,16.589268137767885
2001-09-11 01:16:10.964196419,16.620687206210626
2001-09-11 01:16:19.604960496,16.65210627465337
2001-09-11 01:16:28.245724572,16.68352534309611
2001-09-11 01:16:36.886488648,16.714944411538852
2001-09-11 01:16:45.527252725,16.746363479981596
2001-09-11 01:16:54.168016801,16.777782548424337
2001-09-11 01:17:02.808780878,16.809201616867078
2001-09-11 01:17:11.449544954,16.840620685309823
2001-09-11 01:17:20.090309030,16.872039753752563
2001-09-11 01:17:28.731073107,16.903458822195308
2001-09-11 01:17:37.371837183,16.93487789063805
2001-09-11 01:17:46.012601260,16.96629695908079
2001-09-11 01:17:54.653365336,16.997716027523534
2001-09-11 01:18:03.294129412,17.029135095966275
2001-09-11 01:18:11.934893489,17.060554164409016
2001-09-11 01:18:20.575657565,17.09197323285176
2001-09-11 01:18:29.216421642,17.1233923012945
2001-09-11 01:18:37.857185718,17.154811369737246
2001-09-11 01:18:46.497949794,17.186230438179987
2001-09-11 01:18:55.138713871,17.217649506622728
2001-09-11 01:19:03.779477947,17.249068575065472
2001-09-11 01:19:12.420242024,17.280487643508213
2001-09-11 01:19:21.061006100,17.311906711950954
2001-09-11 01:19:29.701770177,17.343325780393698
2001-09-11 01:19:38.342534253,17.37474484883644
2001-09-11 01:19:46.983298329,17.406163917279184
